,No.,Company,Format,Form Type,Filing Date,Size,Link,CIK
76,152,ADAR ALTERNATIVE ONE INC,[text] [html],10SB12G/A,07/09/2001,119905,/Archives/edgar/data/1112992/000110801701500168/0001108017-01-500168-index.htm,0001112992
77,152,ADAR ALTERNATIVE ONE INC,[text] [html],10SB12G/A,07/06/2001,119261,/Archives/edgar/data/1112992/000110801701500166/0001108017-01-500166-index.htm,0001112992
78,152,ADAR ALTERNATIVE ONE INC,[text] [html],RW,05/14/2001,1952,/Archives/edgar/data/1112992/000110801701500065/0001108017-01-500065-index.htm,0001112992
79,152,ADAR ALTERNATIVE ONE INC,[text] [html],10SB12G,04/09/2001,118973,/Archives/edgar/data/1112992/000110801701000127/0001108017-01-000127-index.htm,0001112992
80,152,ADAR ALTERNATIVE ONE INC,[text] [html],S-4/A,03/29/2001,255206,/Archives/edgar/data/1112992/000110801701000098/0001108017-01-000098-index.htm,0001112992
81,152,ADAR ALTERNATIVE ONE INC,[text] [html],S-4/A,01/23/2001,6878,/Archives/edgar/data/1112992/000110801701000016/0001108017-01-000016-index.htm,0001112992
82,152,ADAR ALTERNATIVE ONE INC,[text] [html],S-4/A,01/09/2001,309332,/Archives/edgar/data/1112992/000110801701000002/0001108017-01-000002-index.htm,0001112992
83,152,ADAR ALTERNATIVE ONE INC,[text] [html],S-4/A,11/02/2000,349268,/Archives/edgar/data/1112992/000110801700000051/0001108017-00-000051-index.htm,0001112992
84,152,ADAR ALTERNATIVE TWO INC,[text] [html],RW,10/12/2001,2017,/Archives/edgar/data/1126751/000107087601500077/0001070876-01-500077-index.htm,0001126751
85,152,ADAR ALTERNATIVE TWO INC,[text] [html],S-4/A,05/15/2001,246360,/Archives/edgar/data/1126751/000110801701500079/0001108017-01-500079-index.htm,0001126751
86,152,ADAR ALTERNATIVE TWO INC,[text] [html],S-4/A,01/26/2001,353217,/Archives/edgar/data/1126751/000110801701000017/0001108017-01-000017-index.htm,0001126751
87,152,ADAR ALTERNATIVE TWO INC,[text] [html],S-4/A,12/12/2000,225038,/Archives/edgar/data/1126751/000110801700000128/0001108017-00-000128-index.htm,0001126751
88,152,ADAR ALTERNATIVE TWO INC,[text] [html],S-4/A,11/21/2000,205532,/Archives/edgar/data/1126751/000110801700000107/0001108017-00-000107-index.htm,0001126751
89,152,ADAR ALTERNATIVE TWO INC,[text] [html],S-4/A,11/15/2000,204744,/Archives/edgar/data/1126751/000110801700000079/0001108017-00-000079-index.htm,0001126751
90,152,ADAY LEROY D.,[text] [html],3,10/10/2014,3366,/Archives/edgar/data/1622074/000126246314000920/0001262463-14-000920-index.htm,0001612252
91,152,"Add-on Exchange, Inc.",[text] [html],15-12G,10/24/2011,3256,/Archives/edgar/data/1415600/000116552711000990/0001165527-11-000990-index.htm,0001415600
92,152,"Add-on Exchange, Inc.",[text] [html],NT 10-Q,02/14/2011,6947,/Archives/edgar/data/1415600/000116552711000159/0001165527-11-000159-index.htm,0001415600
93,152,"Add-on Exchange, Inc.",[text] [html],8-K,01/27/2011,10125,/Archives/edgar/data/1415600/000116552711000087/0001165527-11-000087-index.htm,0001415600
94,152,"Add-on Exchange, Inc.",[text] [html],8-K/A,01/26/2011,7532,/Archives/edgar/data/1415600/000116552711000083/0001165527-11-000083-index.htm,0001415600
95,152,"Add-on Exchange, Inc.",[text] [html],NT 10-K,12/29/2010,6825,/Archives/edgar/data/1415600/000116552710001038/0001165527-10-001038-index.htm,0001415600
96,152,"Add-on Exchange, Inc.",[text] [html],8-K,10/28/2010,309240,/Archives/edgar/data/1415600/000116552710000795/0001165527-10-000795-index.htm,0001415600
97,152,"Add-on Exchange, Inc.",[text] [html],8-K/A,09/01/2010,25806,/Archives/edgar/data/1415600/000121390010003653/0001213900-10-003653-index.htm,0001415600
98,152,"Add-on Exchange, Inc.",[text] [html],10-Q,08/23/2010,488828,/Archives/edgar/data/1415600/000121390010003512/0001213900-10-003512-index.htm,0001415600
99,152,"Add-on Exchange, Inc.",[text] [html],10-Q/A,08/20/2010,547749,/Archives/edgar/data/1415600/000121390010003460/0001213900-10-003460-index.htm,0001415600
100,152,"Add-on Exchange, Inc.",[text] [html],10-K/A,08/20/2010,88787,/Archives/edgar/data/1415600/000121390010003458/0001213900-10-003458-index.htm,0001415600
0,152,"Add-on Exchange, Inc.",[text] [html],10-K/A,08/20/2010,88787,/Archives/edgar/data/1415600/000121390010003458/0001213900-10-003458-index.htm,0001415600
1,152,"Add-on Exchange, Inc.",[text] [html],8-K,08/17/2010,25188,/Archives/edgar/data/1415600/000121390010003397/0001213900-10-003397-index.htm,0001415600
2,152,"Add-on Exchange, Inc.",[text] [html],NT 10-Q,08/16/2010,30344,/Archives/edgar/data/1415600/000121390010003296/0001213900-10-003296-index.htm,0001415600
3,152,"Add-on Exchange, Inc.",[text] [html],8-K,08/13/2010,26453,/Archives/edgar/data/1415600/000121390010003203/0001213900-10-003203-index.htm,0001415600
4,152,"Add-on Exchange, Inc.",[text] [html],8-K,07/22/2010,21720,/Archives/edgar/data/1415600/000121390010002971/0001213900-10-002971-index.htm,0001415600
5,152,"Add-on Exchange, Inc.",[text] [html],8-K,06/10/2010,80739,/Archives/edgar/data/1415600/000121390010002389/0001213900-10-002389-index.htm,0001415600
6,152,"Add-on Exchange, Inc.",[text] [html],UPLOAD,04/19/2010,71994,/Archives/edgar/data/1415600/000000000010021054/0000000000-10-021054-index.htm,0001415600
7,152,"Add-on Exchange, Inc.",[text] [html],UPLOAD,03/19/2010,69126,/Archives/edgar/data/1415600/000000000010015476/0000000000-10-015476-index.htm,0001415600
8,152,ADDISON LEWIS C,[text] [html],3,02/23/2006,4019,/Archives/edgar/data/1354040/000118143106013672/0001181431-06-013672-index.htm,0001275101
9,152,"Adelman Enterprises, Inc.",[text] [html],S-1,10/24/2011,1504868,/Archives/edgar/data/1435613/000114420411059020/0001144204-11-059020-index.htm,0001435613
10,152,"Adelman Enterprises, Inc.",[text] [html],10-Q,08/22/2011,1390926,/Archives/edgar/data/1435613/000114420411049139/0001144204-11-049139-index.htm,0001435613
11,152,"Adelman Enterprises, Inc.",[text] [html],NT 10-Q,08/15/2011,45180,/Archives/edgar/data/1435613/000114420411047509/0001144204-11-047509-index.htm,0001435613
12,152,"Adelman Enterprises, Inc.",[text] [html],10-Q,05/16/2011,314251,/Archives/edgar/data/1435613/000114420411030297/0001144204-11-030297-index.htm,0001435613
13,152,"Adelman Enterprises, Inc.",[text] [html],10-K,04/20/2011,767492,/Archives/edgar/data/1435613/000114420411023225/0001144204-11-023225-index.htm,0001435613
14,152,"Adelman Enterprises, Inc.",[text] [html],8-K,04/13/2011,117774,/Archives/edgar/data/1435613/000114420411021621/0001144204-11-021621-index.htm,0001435613
15,152,"Adelman Enterprises, Inc.",[text] [html],NT 10-K,03/31/2011,45158,/Archives/edgar/data/1435613/000114420411019159/0001144204-11-019159-index.htm,0001435613
16,152,"Adelman Enterprises, Inc.",[text] [html],10-Q,11/15/2010,530350,/Archives/edgar/data/1435613/000114420410060981/0001144204-10-060981-index.htm,0001435613
17,152,"Adelman Enterprises, Inc.",[text] [html],10-Q,08/23/2010,385271,/Archives/edgar/data/1435613/000114420410045986/0001144204-10-045986-index.htm,0001435613
18,152,"Adelman Enterprises, Inc.",[text] [html],NT 10-Q,08/17/2010,32535,/Archives/edgar/data/1435613/000114420410045239/0001144204-10-045239-index.htm,0001435613
19,152,"Adelman Enterprises, Inc.",[text] [html],UPLOAD,08/02/2010,40085,/Archives/edgar/data/1435613/000000000010043575/0000000000-10-043575-index.htm,0001435613
20,152,"Adelman Enterprises, Inc.",[text] [html],8-K/A,07/30/2010,8679,/Archives/edgar/data/1435613/000102143210000030/0001021432-10-000030-index.htm,0001435613
21,152,"Adelman Enterprises, Inc.",[text] [html],8-K/A,07/30/2010,10085,/Archives/edgar/data/1435613/000102143210000029/0001021432-10-000029-index.htm,0001435613
22,152,"Adelman Enterprises, Inc.",[text] [html],4,07/27/2010,5367,/Archives/edgar/data/1435613/000108445810000001/0001084458-10-000001-index.htm,0001084458
23,152,"Adelman Enterprises, Inc.",[text] [html],4,07/27/2010,5354,/Archives/edgar/data/1435613/000143591010000002/0001435910-10-000002-index.htm,0001435613
24,152,"Adelman Enterprises, Inc.",[text] [html],UPLOAD,07/22/2010,56473,/Archives/edgar/data/1435613/000000000010041560/0000000000-10-041560-index.htm,0001435613
25,152,"Adelman Enterprises, Inc.",[text] [html],8-K,07/20/2010,5273,/Archives/edgar/data/1435613/000102143210000027/0001021432-10-000027-index.htm,0001435613
26,152,"Adelman Enterprises, Inc.",[text] [html],10-Q,05/17/2010,44740,/Archives/edgar/data/1435613/000102143210000023/0001021432-10-000023-index.htm,0001435613
27,152,ADELSTEIN STEVEN,[text] [html],5,02/13/2004,5475,/Archives/edgar/data/1184400/000118440004000011/0001184400-04-000011-index.htm,0001097792
28,152,ADELSTEIN STEVEN,[text] [html],SC 13G/A,04/11/2003,12131,/Archives/edgar/data/1184400/000118440003000014/0001184400-03-000014-index.htm,0001097792
29,152,ADELSTEIN STEVEN,[text] [html],SC 13G,04/10/2003,12064,/Archives/edgar/data/1184400/000118440003000012/0001184400-03-000012-index.htm,0001097792
30,152,ADEN ENTERPRISES INC,[text] [html],DEF 14A,02/02/2000,24138,/Archives/edgar/data/798538/0000798538-00-000009-index.htm,0000798538
31,152,ADEN ENTERPRISES INC,[text] [html],8-K,02/02/2000,10381,/Archives/edgar/data/798538/0000798538-00-000011-index.htm,0000798538
32,152,ADEN ENTERPRISES INC,[text] [html],10-K,01/26/2000,237427,/Archives/edgar/data/798538/0000798538-00-000004-index.htm,0000798538
33,152,ADEN ENTERPRISES INC,[text] [html],PRER14A,01/26/2000,23863,/Archives/edgar/data/798538/0000798538-00-000007-index.htm,0000798538
34,152,ADEN ENTERPRISES INC,[text] [html],PRE 14A,01/07/2000,23666,/Archives/edgar/data/798538/0000798538-00-000002-index.htm,0000798538
35,152,Ader Jason,[text] [html],SC 13G,02/14/2008,215250,/Archives/edgar/data/1327998/000114420408009766/0001144204-08-009766-index.htm,0001327998
36,152,Ader Jason,[text] [html],3,11/20/2007,12748,/Archives/edgar/data/1327998/000120919107065521/0001209191-07-065521-index.htm,0001327998
37,152,Adessky Kenneth S,[text] [html],4,12/21/2006,4999,/Archives/edgar/data/1383551/000105050206000517/0001050502-06-000517-index.htm,0000751406
38,152,Adessky Kenneth S,[text] [html],3,12/21/2006,3941,/Archives/edgar/data/1383551/000105050206000514/0001050502-06-000514-index.htm,0000751406
39,152,Adler Paul,[text] [html],SC 13D,06/27/2018,29309,/Archives/edgar/data/1744465/000114420418035899/0001144204-18-035899-index.htm,0001725911
40,152,Adler Paul,[text] [html],3,06/26/2018,3624,/Archives/edgar/data/1744465/000174446518000001/0001744465-18-000001-index.htm,0001725911
41,152,Adler Russell Bruce,[text] [html],SC 13D/A,04/22/2008,104166,/Archives/edgar/data/1422099/000114420408023588/0001144204-08-023588-index.htm,0001386927
42,152,Adler Russell Bruce,[text] [html],SC 13D/A,01/07/2008,125674,/Archives/edgar/data/1422099/000114420408000999/0001144204-08-000999-index.htm,0001386927
43,152,"ADMA BIOLOGICS, INC.",[text] [html],DEF 14C,10/29/2012,300771,/Archives/edgar/data/1368514/000119380512001750/0001193805-12-001750-index.htm,0001368514
44,152,"ADMA BIOLOGICS, INC.",[text] [html],8-K,09/11/2012,3227774,/Archives/edgar/data/1368514/000119380512001555/0001193805-12-001555-index.htm,0001368514
45,152,"ADMA BIOLOGICS, INC.",[text] [html],424B3,08/17/2012,1979345,/Archives/edgar/data/1368514/000119380512001396/0001193805-12-001396-index.htm,0001368514
46,152,"ADMA BIOLOGICS, INC.",[text] [html],8-K,08/15/2012,165112,/Archives/edgar/data/1368514/000119380512001387/0001193805-12-001387-index.htm,0001368514
47,152,"ADMA BIOLOGICS, INC.",[text] [html],CT ORDER,08/14/2012,11301,/Archives/edgar/data/1368514/999999999712012582/9999999997-12-012582-index.htm,0001368514
48,152,"ADMA BIOLOGICS, INC.",[text] [html],10-Q,08/14/2012,2918938,/Archives/edgar/data/1368514/000119380512001369/0001193805-12-001369-index.htm,0001368514
49,152,"ADMA BIOLOGICS, INC.",[text] [html],S-1/A,08/13/2012,2053225,/Archives/edgar/data/1368514/000119380512001350/0001193805-12-001350-index.htm,0001368514
50,152,"ADMA BIOLOGICS, INC.",[text] [html],EFFECT,08/13/2012,1743,/Archives/edgar/data/1368514/999999999512002479/9999999995-12-002479-index.htm,0001368514
51,152,"ADMA BIOLOGICS, INC.",[text] [html],S-1/A,08/10/2012,2724005,/Archives/edgar/data/1368514/000119380512001341/0001193805-12-001341-index.htm,0001368514
52,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,08/09/2012,11545,/Archives/edgar/data/1368514/000119380512001340/0001193805-12-001340-index.htm,0001368514
53,152,"ADMA BIOLOGICS, INC.",[text] [html],3,07/25/2012,3500,/Archives/edgar/data/1368514/000119380512001213/0001193805-12-001213-index.htm,0001368514
54,152,"ADMA BIOLOGICS, INC.",[text] [html],8-K,07/23/2012,23106,/Archives/edgar/data/1368514/000119380512001208/0001193805-12-001208-index.htm,0001368514
55,152,"ADMA BIOLOGICS, INC.",[text] [html],3,07/19/2012,3523,/Archives/edgar/data/1368514/000119380512001198/0001193805-12-001198-index.htm,0001368514
56,152,"ADMA BIOLOGICS, INC.",[text] [html],4,07/19/2012,5279,/Archives/edgar/data/1368514/000119380512001199/0001193805-12-001199-index.htm,0001368514
57,152,"ADMA BIOLOGICS, INC.",[text] [html],UPLOAD,07/09/2012,36258,/Archives/edgar/data/1368514/000000000012035681/0000000000-12-035681-index.htm,0001368514
58,152,"ADMA BIOLOGICS, INC.",[text] [html],CT ORDER,07/09/2012,11295,/Archives/edgar/data/1368514/999999999712011436/9999999997-12-011436-index.htm,0001368514
59,152,"ADMA BIOLOGICS, INC.",[text] [html],S-1/A,07/03/2012,4325698,/Archives/edgar/data/1368514/000119380512001123/0001193805-12-001123-index.htm,0001368514
60,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,07/03/2012,21561,/Archives/edgar/data/1368514/000119380512001124/0001193805-12-001124-index.htm,0001368514
61,152,"ADMA BIOLOGICS, INC.",[text] [html],8-K/A,06/22/2012,1620612,/Archives/edgar/data/1368514/000119380512001076/0001193805-12-001076-index.htm,0001368514
62,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,06/22/2012,23786,/Archives/edgar/data/1368514/000119380512001078/0001193805-12-001078-index.htm,0001368514
63,152,"ADMA BIOLOGICS, INC.",[text] [html],8-K,06/21/2012,79460,/Archives/edgar/data/1368514/000119380512001070/0001193805-12-001070-index.htm,0001368514
64,152,"ADMA BIOLOGICS, INC.",[text] [html],UPLOAD,06/19/2012,57610,/Archives/edgar/data/1368514/000000000012031929/0000000000-12-031929-index.htm,0001368514
65,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,06/15/2012,9595,/Archives/edgar/data/1368514/000119380512001053/0001193805-12-001053-index.htm,0001368514
66,152,"ADMA BIOLOGICS, INC.",[text] [html],S-1/A,06/05/2012,2110864,/Archives/edgar/data/1368514/000119380512001013/0001193805-12-001013-index.htm,0001368514
67,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,06/05/2012,26744,/Archives/edgar/data/1368514/000119380512001014/0001193805-12-001014-index.htm,0001368514
68,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,06/04/2012,8261,/Archives/edgar/data/1368514/000119380512001008/0001193805-12-001008-index.htm,0001368514
69,152,"ADMA BIOLOGICS, INC.",[text] [html],UPLOAD,05/23/2012,113192,/Archives/edgar/data/1368514/000000000012026604/0000000000-12-026604-index.htm,0001368514
70,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,05/23/2012,8226,/Archives/edgar/data/1368514/000119380512000967/0001193805-12-000967-index.htm,0001368514
71,152,"ADMA BIOLOGICS, INC.",[text] [html],10-Q,05/15/2012,1770222,/Archives/edgar/data/1368514/000119380512000925/0001193805-12-000925-index.htm,0001368514
72,152,"ADMA BIOLOGICS, INC.",[text] [html],UPLOAD,05/09/2012,48278,/Archives/edgar/data/1368514/000000000012024213/0000000000-12-024213-index.htm,0001368514
73,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,05/08/2012,94083,/Archives/edgar/data/1368514/000119380512000863/0001193805-12-000863-index.htm,0001368514
74,152,"ADMA BIOLOGICS, INC.",[text] [html],S-1/A,05/08/2012,3160933,/Archives/edgar/data/1368514/000119380512000858/0001193805-12-000858-index.htm,0001368514
75,152,"ADMA BIOLOGICS, INC.",[text] [html],8-K,05/03/2012,157458,/Archives/edgar/data/1368514/000119380512000830/0001193805-12-000830-index.htm,0001368514
76,152,"ADMA BIOLOGICS, INC.",[text] [html],4,05/03/2012,5276,/Archives/edgar/data/1368514/000119380512000832/0001193805-12-000832-index.htm,0001283260
77,152,"ADMA BIOLOGICS, INC.",[text] [html],3,05/03/2012,3522,/Archives/edgar/data/1368514/000119380512000834/0001193805-12-000834-index.htm,0001283260
78,152,"ADMA BIOLOGICS, INC.",[text] [html],UPLOAD,04/25/2012,61000,/Archives/edgar/data/1368514/000000000012021147/0000000000-12-021147-index.htm,0001368514
79,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,04/24/2012,47236,/Archives/edgar/data/1368514/000119380512000750/0001193805-12-000750-index.htm,0001368514
80,152,"ADMA BIOLOGICS, INC.",[text] [html],8-K/A,04/24/2012,1330773,/Archives/edgar/data/1368514/000119380512000748/0001193805-12-000748-index.htm,0001368514
0,152,"ADMA BIOLOGICS, INC.",[text] [html],8-K/A,04/24/2012,1330773,/Archives/edgar/data/1368514/000119380512000748/0001193805-12-000748-index.htm,0001368514
1,152,"ADMA BIOLOGICS, INC.",[text] [html],UPLOAD,04/13/2012,52336,/Archives/edgar/data/1368514/000000000012018861/0000000000-12-018861-index.htm,0001368514
2,152,"ADMA BIOLOGICS, INC.",[text] [html],4,04/06/2012,5325,/Archives/edgar/data/1368514/000119380512000613/0001193805-12-000613-index.htm,0001313876
3,152,"ADMA BIOLOGICS, INC.",[text] [html],4,04/06/2012,5289,/Archives/edgar/data/1368514/000119380512000614/0001193805-12-000614-index.htm,0001368514
4,152,"ADMA BIOLOGICS, INC.",[text] [html],4,04/06/2012,5346,/Archives/edgar/data/1368514/000119380512000615/0001193805-12-000615-index.htm,0001368514
5,152,"ADMA BIOLOGICS, INC.",[text] [html],4,04/05/2012,5715,/Archives/edgar/data/1368514/000095014212000843/0000950142-12-000843-index.htm,0001250195
6,152,"ADMA BIOLOGICS, INC.",[text] [html],4,04/05/2012,5674,/Archives/edgar/data/1368514/000095014212000844/0000950142-12-000844-index.htm,0001120478
7,152,"ADMA BIOLOGICS, INC.",[text] [html],S-1,03/29/2012,3122411,/Archives/edgar/data/1368514/000119380512000562/0001193805-12-000562-index.htm,0001368514
8,152,"ADMA BIOLOGICS, INC.",[text] [html],8-K/A,03/29/2012,1770508,/Archives/edgar/data/1368514/000119380512000555/0001193805-12-000555-index.htm,0001368514
9,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,03/29/2012,88229,/Archives/edgar/data/1368514/000119380512000557/0001193805-12-000557-index.htm,0001368514
10,152,"ADMA BIOLOGICS, INC.",[text] [html],CORRESP,03/23/2012,8647,/Archives/edgar/data/1368514/000119380512000535/0001193805-12-000535-index.htm,0001368514
11,152,"ADMA BIOLOGICS, INC.",[text] [html],UPLOAD,03/09/2012,70784,/Archives/edgar/data/1368514/000000000012012443/0000000000-12-012443-index.htm,0001368514
12,152,"ADMA BIOLOGICS, INC.",[text] [html],D,02/28/2012,10171,/Archives/edgar/data/1368514/000119380512000336/0001193805-12-000336-index.htm,0001368514
