Name,Industry,Ticker,Total,Governance,Social,Environment,Date
Accenture,IT Services,ACN US Equity,64.7,81.1,65.2,42.9,Mar-18
Accor,Hotels,ACRFF US Equity,70.0,76.7,74.0,59.1,Mar-18
Ackermans & van Haaren,Holding,AVHNF US Equity,65.3,46.9,81.3,99.0,Mar-18
Aegon,Life,AEGOF US Equity,74.2,92.1,55.9,45.0,Mar-18
Aena,Transportation Infrastructure,ANNSF US Equity,48.1,55.6,66.0,0.0,Mar-18
Aéroports de Paris,Transportation Infrastructure,AEOPF US Equity,82.6,63.3,100.0,70.0,Mar-18
AG Barr plc,Beverages,GRRXF US Equity,61.7,43.8,100.0,6.0,Mar-18
Ageas,Composites,AGESF US Equity,41.6,38.3,80.0,0.0,Mar-18
Ahold Delhaize,Food Retailing,AHODF US Equity,73.3,74.4,69.8,80.7,Mar-18
Air France-KLM,Transportation - Airlines,AFRAF US Equity,54.2,56.3,71.0,35.5,Mar-18
Air Liquide,Basic Chemicals,AIQUF US Equity,66.7,71.7,77.7,53.3,Mar-18
Air Products,Basic Chemicals,APD US Equity,64.9,70.0,79.0,48.3,Mar-18
Airbus Group,Aerospace & Defence,EADSF US Equity,63.1,61.5,67.3,60.8,Mar-18
Akbank,Commercial Banks,AKBNF US Equity,62.8,46.0,66.3,100.0,Mar-18
AkzoNobel,Basic Chemicals,AKU GR Equity,87.3,76.7,92.3,87.5,Mar-18
Alior Bank,Commercial Banks,ALR PW Equity,55.3,47.3,74.3,50.0,Mar-18
Alphabet,Internet,GOOGL US Equity,50.5,38.9,56.9,53.6,Mar-18
Alrosa,Mining,ARRLF US Equity,43.5,6.0,43.5,75.0,Mar-18
Alstom,Electrical Equipment,AOMFF US Equity,79.3,68.5,75.6,95.5,Mar-18
Alstria Office REIT-AG,Real Estate,ALSRF US Equity,40.5,84.3,100.0,0.0,Mar-18
Alten,IT Services,ABLGF US Equity,41.7,50.0,41.7,25.0,Mar-18
Altice NV,Telecom Services,ALLVF US Equity,34.3,55.6,37.2,5.5,Mar-18
Altran Technologies,IT Services,ALTKF US Equity,42.2,51.7,41.7,25.0,Mar-18
Amundi,Asset Managers,AMDUF US Equity,75.4,81.7,79.7,49.5,Mar-18
Anadarko Petroleum Corp,Oil & Gas,APC US Equity,42.8,41.8,45.1,37.8,Mar-18
Andritz AG,Machinery,ADRZF US Equity,60.8,66.4,77.4,42.0,Mar-18
Anglo American,Mining,AAUKF US Equity,73.7,73.8,78.8,67.8,Mar-18
Anheuser-Busch InBev,Beverages,BUDFF US Equity,61.9,61.8,72.1,52.5,Mar-18
Apache Corp,Oil & Gas,APA US Equity,63.4,67.9,73.8,30.0,Mar-18
Aperam,Metals,APMSF US Equity,69.0,55.0,87.1,57.5,Mar-18
ArcelorMittal,Metals,AMSYF US Equity,58.8,36.7,87.9,40.0,Mar-18
Arkema,Basic Chemicals,ARKAF US Equity,70.2,66.7,85.4,56.7,Mar-18
Aryzta,Food Producers,ARZTF US Equity,52.4,62.7,68.5,29.3,Mar-18
Ashmore,General Financials,AJMPF US Equity,88.9,88.7,86.4,99.0,Mar-18
Assa Abloy,Machinery,ASAZF US Equity,87.6,70.0,100.0,83.3,Mar-18
Assic Generali spa,Composites,ARZGF US Equity,65.9,66.5,67.1,62.5,Mar-18
Associated British Foods,Food Producers,ASBFF US Equity,55.0,73.4,60.5,35.4,Mar-18
AstraZeneca,Pharmaceuticals,AZNCF US Equity,63.4,81.3,45.6,0.0,Mar-18
Atlantia,Construction & Engineering,ATASF US Equity,53.9,74.4,59.8,15.0,Mar-18
Atlas Copco,Machinery,ATCOA SW Equity,70.8,69.4,95.7,52.5,Mar-18
Atos,IT Services,AEXAF US Equity,77.6,77.8,65.4,100.0,Mar-18
Autoliv,Auto Components,ALV US Equity,53.8,64.3,56.4,36.7,Mar-18
Aviva,Composites,AIVAF US Equity,69.8,81.1,72.1,32.5,Mar-18
Axa,Composites,AXAHF US Equity,83.3,88.2,60.0,100.0,Mar-18
BAE Systems,Aerospace & Defence,BAESF US Equity,64.4,73.2,83.5,29.2,Mar-18
Banca MPS,Commercial Banks,BMDPF US Equity,42.6,16.7,73.0,69.5,Mar-18
Banco BPM,Commercial Banks,BNCZF US Equity,65.8,53.9,84.7,70.0,Mar-18
Banco de Sabadell,Commercial Banks,BNDSF US Equity,60.8,62.2,53.0,69.5,Mar-18
Banco Santander,Commercial Banks,3195587Q US Equity,45.3,43.3,40.0,60.0,Mar-18
Bank of America,Commercial Banks,BAC US Equity,60.6,57.8,54.0,80.0,Mar-18
Bank of Ireland,Commercial Banks,BKRIF US Equity,55.0,52.2,63.0,50.0,Mar-18
Bank Pekao SA,Commercial Banks,BKPKF US Equity,67.8,51.3,74.6,100.0,Mar-18
Bank Zachodni WBK,Commercial Banks,BKZHF US Equity,68.6,49.3,81.3,100.0,Mar-18
Bankia,Commercial Banks,BNKXF US Equity,62.7,53.3,75.0,70.0,Mar-18
Bankinter,Commercial Banks,BKIMF US Equity,61.7,58.7,62.0,70.0,Mar-18
Barclays,Commercial Banks,BCLYF US Equity,49.7,39.4,59.0,65.0,Mar-18
Barry Callebaut AG,Food Producers,BYCBF US Equity,66.0,77.0,69.2,54.3,Mar-18
BASF SE,Basic Chemicals,BFFAF US Equity,70.3,73.3,65.0,74.2,Mar-18
Bayer AG,Pharmaceuticals,BAYZF US Equity,69.8,82.9,56.7,0.0,Mar-18
BBVA,Commercial Banks,BBVXF US Equity,55.9,46.1,59.0,80.0,Mar-18
Beiersdorf,Personal Care,BDRFF US Equity,68.8,53.9,74.7,77.1,Mar-18
BHP Billiton plc,Mining,BLT VX Equity,78.8,80.0,80.5,76.2,Mar-18
Bic,Household Products,BICEF US Equity,79.5,70.0,93.1,73.8,Mar-18
BioMérieux,Medical Equipment,BMXMF US Equity,73.8,60.4,91.7,0.0,Mar-18
BMW,Automobiles,BAMXF US Equity,70.6,74.2,72.7,63.3,Mar-18
BNP Paribas,Commercial Banks,BNPQF US Equity,67.1,73.9,41.0,90.0,Mar-18
Boeing,Aerospace & Defence,BA US Equity,66.0,70.9,37.4,90.0,Mar-18
Bolsas y Mercados Espanoles (BME),General Financials,SOHMF US Equity,73.5,58.3,88.5,100.0,Mar-18
Bombardier,Aerospace & Defence,BDRBF US Equity,69.5,65.8,81.1,62.5,Mar-18
Bouygues,Telecom Services,BOUYF US Equity,67.4,52.9,82.3,52.2,Mar-18
BP,Oil & Gas,BPAQF US Equity,69.2,75.2,76.4,42.2,Mar-18
BPER Banca SpA,Commercial Banks,BAPOF US Equity,55.5,40.0,73.8,70.0,Mar-18
Bpost SA,Air Freight & Logistics,BPOSF US Equity,66.8,68.3,75.0,43.8,Mar-18
Bristol Myers Squibb,Pharmaceuticals,BMY US Equity,65.1,76.9,53.4,0.0,Mar-18
British American Tobacco,Tobacco,BTAFF US Equity,64.4,56.1,80.3,56.1,Mar-18
British Land,Real Estate,BRLAF US Equity,80.3,78.0,100.0,71.9,Mar-18
Britvic plc,Beverages,BTVCF US Equity,67.0,47.9,99.5,26.0,Mar-18
Brown-Forman,Beverages,BF/B US Equity,61.0,69.7,76.7,39.6,Mar-18
BT Group,Telecom Services,BTGOF US Equity,51.1,62.2,33.4,77.3,Mar-18
Burberry Group,Luxury Goods,BBRYF US Equity,51.5,68.3,62.0,23.1,Mar-18
Bureau Veritas,Commercial Services & Supplies,BVRDF US Equity,71.6,77.7,71.3,67.4,Mar-18
Buwog AG,Real Estate,BWO AV Equity,38.2,64.3,100.0,7.5,Mar-18
Caixabank,Commercial Banks,CIXPF US Equity,71.7,68.2,85.0,60.0,Mar-18
Canadian Natural Resources,Oil & Gas,CNQ US Equity,62.3,70.0,65.8,42.2,Mar-18
Capgemini,IT Services,CAPMF US Equity,62.4,74.4,64.6,42.9,Mar-18
Carlsberg,Beverages,CABJF US Equity,65.9,72.7,71.5,55.4,Mar-18
Carmila,Real Estate,CARM FP Equity,27.7,44.3,100.0,0.0,Mar-18
Carrefour,Food Retailing,CRERF US Equity,75.9,67.8,72.8,94.3,Mar-18
Casino,Food Retailing,CGUIF US Equity,70.0,65.6,68.3,80.0,Mar-18
CBS Corporation,Media,CBS US Equity,35.8,65.6,33.0,9.1,Mar-18
Cellnex,Telecom Services,CLNXF US Equity,46.3,66.7,66.8,9.1,Mar-18
Cenovus,Oil & Gas,CVE US Equity,80.6,79.6,79.7,84.4,Mar-18
Chevron,Oil & Gas,CVX US Equity,56.5,53.2,59.1,54.4,Mar-18
Chr Hansen,Food Producers,CRTSF US Equity,91.1,73.3,92.5,100.0,Mar-18
Church & Dwight,Household Products,CHD US Equity,56.8,56.2,66.3,52.3,Mar-18
Citigroup,Commercial Banks,C US Equity,61.0,57.5,50.0,90.0,Mar-18
Clariant,Basic Chemicals,CLZNF US Equity,82.9,75.0,78.3,75.0,Mar-18
CNP Assurances,Life,CNPAF US Equity,71.9,67.2,80.0,75.0,Mar-18
Cobham,Aerospace & Defence,CBHMF US Equity,64.6,77.8,82.8,23.3,Mar-18
Coca-Cola European Partners,Beverages,CCEP US Equity,69.2,57.3,73.1,75.0,Mar-18
Coca-Cola Hellenic,Beverages,CCHBF US Equity,72.7,63.4,81.1,72.1,Mar-18
Cofinimmo,Real Estate,CFMOF US Equity,49.4,67.0,37.5,44.4,Mar-18
Cognizant,IT Services,CTSH US Equity,46.9,51.1,53.9,28.6,Mar-18
Colgate Palmolive,Household Products,CL US Equity,60.8,66.2,43.3,65.9,Mar-18
Colonial,Real Estate,IMQCF US Equity,60.9,50.0,100.0,57.5,Mar-18
Compass Group,Restaurants,CMPGF US Equity,57.1,76.3,62.4,34.1,Mar-18
ConocoPhillips,Oil & Gas,COP US Equity,68.4,65.6,78.6,45.6,Mar-18
Constellation Brands,Beverages,STZ US Equity,53.7,62.4,76.7,25.4,Mar-18
Continental,Auto Components,CTTAF US Equity,73.8,76.7,72.5,71.7,Mar-18
Coty,Personal Care,COTY US Equity,36.9,39.2,66.3,19.4,Mar-18
Covestro,Basic Chemicals,CVVTF US Equity,69.7,40.0,91.7,62.5,Mar-18
Crédit Agricole SA,Commercial Banks,CRARF US Equity,80.3,77.8,79.0,90.0,Mar-18
Credit Bank of Moscow,Commercial Banks,CBOM RM Equity,60.0,48.0,75.0,70.0,Mar-18
Credit Suisse,Investment Banks,CSGKF US Equity,59.4,65.0,40.0,75.0,Mar-18
CRH PLC,Construction Materials,CRHCF US Equity,83.5,84.3,90.8,72.2,Mar-18
Croda,Specialty Chemicals & Gases,CRDA IX Equity,81.2,51.7,81.7,51.7,Mar-18
Daily Mail and General Trust,Media,DMGT VX Equity,59.2,70.0,56.0,0.0,Mar-18
Daimler,Automobiles,DDAIF US Equity,66.4,72.9,59.1,66.7,Mar-18
Dairy Crest Group plc,Food Producers,DRCSF US Equity,70.3,48.8,99.7,40.0,Mar-18
Danone,Food Producers,GPDNF US Equity,75.1,79.7,87.5,60.0,Mar-18
Danske Bank,Commercial Banks,DNSKF US Equity,73.2,82.8,58.0,69.5,Mar-18
Dassault Aviation,Aerospace & Defence,DUAVF US Equity,55.0,46.5,65.5,56.7,Mar-18
Dassault Systèmes,Software,DASTF US Equity,51.2,57.8,49.2,46.4,Mar-18
Davide Campari-Milano S.p.A.,Beverages,DVDCF US Equity,70.0,68.8,100.0,6.0,Mar-18
DBV Technologies,Biotechnology,DBVTF US Equity,32.9,32.5,33.3,0.0,Mar-18
Derwent London PLC,Real Estate,DWVYF US Equity,76.4,64.3,100.0,77.5,Mar-18
Deutsche Bank AG,Investment Banks,DB US Equity,70.9,70.6,60.0,90.0,Mar-18
Deutsche EuroShop,Real Estate,DUSCF US Equity,28.5,58.0,37.5,5.6,Mar-18
Deutsche Lufthansa,Transportation - Airlines,DLAKF US Equity,57.1,76.7,69.0,27.5,Mar-18
Deutsche Post AG,Air Freight & Logistics,DPSTF US Equity,80.8,76.3,88.0,77.5,Mar-18
Deutsche Telekom,Telecom Services,DTEGF US Equity,76.3,78.9,74.8,77.3,Mar-18
Deutsche Wohnen AG,Real Estate,DWHHF US Equity,60.0,64.0,100.0,37.5,Mar-18
Devon Energy,Oil & Gas,DVN US Equity,59.0,62.0,65.7,37.5,Mar-18
Dia,Food Retailing,DIDAF US Equity,75.5,65.2,82.8,70.0,Mar-18
Diageo,Beverages,DGEAF US Equity,68.3,65.8,82.9,56.8,Mar-18
DNB,Commercial Banks,DNBHF US Equity,80.0,88.9,58.0,90.0,Mar-18
Dormakaba,Machinery,DRRKF US Equity,58.8,61.0,79.2,34.0,Mar-18
DSM NV,Specialty Chemicals & Gases,KDSKF US Equity,84.8,70.0,89.6,87.5,Mar-18
Durr AG,Machinery,DUERF US Equity,46.9,48.9,55.2,38.5,Mar-18
EasyJet,Transportation - Airlines,EJETF US Equity,46.2,68.9,58.0,14.0,Mar-18
Edenred,Commercial Services & Supplies,EDNMF US Equity,58.5,62.3,73.1,41.8,Mar-18
EDF,Electric Utilities,ECIFF US Equity,77.7,68.6,76.1,87.7,Mar-18
Edgewell Personal Care,Household Products,EPC US Equity,45.4,53.6,66.3,27.9,Mar-18
EDP Renovaveis SA,Renewable Energies Utilities,EDRVF US Equity,82.5,67.4,83.7,92.9,Mar-18
Eiffage,Construction & Engineering,EFGSF US Equity,66.3,50.0,75.0,63.3,Mar-18
Eli Lilly,Pharmaceuticals,LLY US Equity,58.5,70.9,46.1,0.0,Mar-18
Elior Group,Restaurants,ELROF US Equity,52.6,49.0,67.7,39.5,Mar-18
Elis,Commercial Services & Supplies,ELSSF US Equity,70.1,60.0,90.8,57.5,Mar-18
Enagas,Multi-Utilities & Unregulated Power,ENGGF US Equity,83.1,78.9,92.7,70.9,Mar-18
Encana Corporation,Oil & Gas,ECA US Equity,63.0,68.2,74.1,26.6,Mar-18
Endesa SA,Electric Utilities,ELEZF US Equity,67.4,72.2,90.0,26.4,Mar-18
Enel,Electric Utilities,XQKGF US Equity,69.3,80.8,77.2,46.8,Mar-18
Energa,Electric Utilities,ENG PW Equity,63.1,55.0,70.6,53.1,Mar-18
Energias de Portugal,Electric Utilities,ELCPF US Equity,82.5,67.4,83.7,92.9,Mar-18
Engie,Multi-Utilities & Unregulated Power,GDSZF US Equity,61.0,58.9,74.3,40.9,Mar-18
Eni,Oil & Gas,EIPAF US Equity,78.7,55.5,91.5,76.9,Mar-18
Ensco plc,Oil Services,ESV TQ Equity,58.3,62.0,55.2,60.9,Mar-18
EOG Resources Inc,Oil & Gas,EOG US Equity,47.9,57.3,47.0,37.5,Mar-18
Eon,Multi-Utilities & Unregulated Power,ENAKF US Equity,68.7,78.9,70.0,58.2,Mar-18
Ericsson,Telecom Equipment,ERIXF US Equity,77.3,77.3,67.0,100.0,Mar-18
Erste Group,Commercial Banks,EBKOF US Equity,79.2,76.7,89.7,69.5,Mar-18
Essilor,Medical Equipment,ESLOF US Equity,63.0,52.8,76.7,0.0,Mar-18
Essity,Personal Care,ETTYF US Equity,62.1,58.5,75.0,57.9,Mar-18
Estée Lauder,Personal Care,EL US Equity,58.5,54.6,66.3,57.4,Mar-18
Eurazeo,Investment Companies,EUZOF US Equity,88.4,78.0,100.0,100.0,Mar-18
Eurocommercial Properties,Real Estate,SEPYF US Equity,39.3,70.0,100.0,6.3,Mar-18
Eurofins Scientific,Pharmaceuticals,ERFSF US Equity,33.6,32.3,34.8,0.0,Mar-18
Europcar,Commercial Services & Supplies,EUCAR FP Equity,59.5,75.0,70.0,10.0,Mar-18
Eutelsat,Satellite Services,EUTLF US Equity,49.5,70.0,56.8,12.7,Mar-18
Evonik,Specialty Chemicals & Gases,EVKIF US Equity,75.6,73.3,94.0,58.3,Mar-18
Evraz Plc,Metals,EVRZF US Equity,46.9,16.7,58.3,45.0,Mar-18
ExxonMobil,Oil & Gas,XOM US Equity,71.0,63.6,76.9,65.6,Mar-18
Facebook,Media,FB US Equity,50.7,35.6,63.9,45.7,Mar-18
Faurecia,Auto Components,FURCF US Equity,59.8,57.9,53.4,70.0,Mar-18
FCA,Automobiles,FCAU US Equity,61.7,58.3,72.7,52.8,Mar-18
Ferguson,Construction Materials,WOS QM Equity,75.2,75.4,80.0,65.0,Mar-18
Ferrari NV,Automobiles,RACE US Equity,58.1,65.0,78.2,24.4,Mar-18
Ferrovial,Construction & Engineering,CCIDF US Equity,74.1,60.0,71.9,88.9,Mar-18
Foncière des Régions,Real Estate,GSEFF US Equity,77.9,81.0,81.3,74.4,Mar-18
Foncière Lyonnaise,Real Estate,FONYF US Equity,53.2,42.9,100.0,47.5,Mar-18
Fortum,Electric Utilities,FOTUF US Equity,71.0,81.9,79.7,47.7,Mar-18
Fraport AG,Transportation Infrastructure,FPRUF US Equity,65.2,65.6,86.0,20.0,Mar-18
Fresenius Medical Care AG & Co KGAA,Health Care Providers,FMCQF US Equity,46.7,50.4,41.7,0.0,Mar-18
Fresenius SE & Co. KGaA,Health Care Providers,FSNUF US Equity,39.5,37.9,41.7,0.0,Mar-18
Galp Energia,Oil & Gas,GLPEF US Equity,80.3,71.8,86.1,76.6,Mar-18
Garanti Bank,Commercial Banks,TKGBF US Equity,62.8,46.7,72.5,90.0,Mar-18
Gas Natural SDG,Gas Utilities,GASNF US Equity,72.9,55.6,87.8,62.7,Mar-18
GEA Group AG,Machinery,MGTAF US Equity,54.0,71.1,63.0,30.0,Mar-18
Geberit,Construction Materials,GBERF US Equity,86.2,57.1,100.0,88.9,Mar-18
Gecina,Real Estate,GECFF US Equity,83.2,62.7,100.0,87.5,Mar-18
Gemalto,Semiconductors,GTOFF US Equity,50.5,81.1,49.2,13.6,Mar-18
"General Mills, Inc.",Food Producers,GIS US Equity,68.5,71.6,68.8,65.7,Mar-18
Getlink,Transportation Infrastructure,GRPTF US Equity,73.1,78.9,75.8,60.0,Mar-18
Givaudan,Specialty Chemicals & Gases,GVDBF US Equity,72.2,56.7,69.2,56.7,Mar-18
GKN,Industrial Conglomerates,GKNNF US Equity,61.9,62.5,76.4,43.3,Mar-18
Glanbia PLC,Food Producers,GLAPF US Equity,70.7,59.6,100.0,24.0,Mar-18
GlaxoSmithKline,Pharmaceuticals,GLAXF US Equity,68.7,70.3,67.0,0.0,Mar-18
Glencore,Mining,GLCNF US Equity,67.9,66.3,68.2,68.4,Mar-18
Goldman Sachs,Investment Banks,GS US Equity,70.0,75.6,54.0,80.0,Mar-18
Grand City Properties S.A.,Real Estate,GRNNF US Equity,63.2,70.0,100.0,50.0,Mar-18
Greencore Group plc,Food Producers,GNCGF US Equity,69.8,68.8,99.5,6.0,Mar-18
Groupe Bruxelles Lambert,Investment Companies,GBLBF US Equity,59.5,40.7,76.2,100.0,Mar-18
Groupe Seb,Household Durables,SEBYF US Equity,74.7,77.5,80.4,64.6,Mar-18
Grupa Lotos,Oil & Gas,GPOLF US Equity,55.2,55.0,61.4,43.8,Mar-18
Halkbank,Commercial Banks,THBIF US Equity,52.4,41.3,60.0,70.0,Mar-18
Halliburton,Oil Services,HAL US Equity,63.5,69.6,66.1,48.8,Mar-18
Hammerson,Real Estate,HMSNF US Equity,80.0,77.0,81.3,81.3,Mar-18
Hannover RE,Reinsurance,HVRRF US Equity,63.0,58.3,87.1,45.0,Mar-18
HeidelbergCement,Construction Materials,HLBZF US Equity,73.4,87.1,69.0,69.1,Mar-18
Heineken,Beverages,HINKF US Equity,63.2,49.7,86.9,51.8,Mar-18
Helmerich & Payne Inc,Oil Services,HP US Equity,48.6,61.4,39.0,55.0,Mar-18
Henkel,Household Products,HENOF US Equity,76.7,68.2,61.7,91.2,Mar-18
Hennes & Mauritz,Specialty Retailing,HMRZF US Equity,57.6,61.7,52.1,63.8,Mar-18
Hermes Intl,Luxury Goods,HESAF US Equity,44.1,65.0,58.0,7.7,Mar-18
Hess Corporation,Oil & Gas,HES US Equity,70.0,65.0,79.1,52.8,Mar-18
HSBC Holdings PLC,Commercial Banks,HBCYF US Equity,63.5,72.8,40.0,75.0,Mar-18
Hugo Boss,Luxury Goods,HUGSF US Equity,64.4,85.8,71.1,36.5,Mar-18
IAG,Transportation - Airlines,BABWF US Equity,53.1,87.8,58.0,17.0,Mar-18
Iberdrola,Electric Utilities,IBDSF US Equity,77.4,64.4,74.3,93.2,Mar-18
IBM,IT Services,IBM US Equity,68.1,68.9,75.4,53.6,Mar-18
Icade,Real Estate,CDMGF US Equity,84.1,67.0,100.0,86.9,Mar-18
Iliad,Telecom Services,ILIAF US Equity,47.6,60.8,46.1,39.6,Mar-18
IMI,Industrial Conglomerates,IMIAF US Equity,69.1,74.3,64.0,68.0,Mar-18
Immofinanz,Real Estate,IFIBF US Equity,31.0,56.0,37.5,12.2,Mar-18
Imperial Brands,Tobacco,IMBBF US Equity,61.0,57.0,69.2,56.4,Mar-18
Inditex,Specialty Retailing,IDEXF US Equity,61.3,45.0,56.7,76.3,Mar-18
Indra,IT Services,ISMAF US Equity,53.7,76.3,51.9,27.9,Mar-18
Infineon Technologies,Semiconductors,IFNNF US Equity,70.7,78.9,89.7,42.5,Mar-18
Informa,Media,IFPJF US Equity,66.6,64.4,68.8,60.0,Mar-18
ING Group,Commercial Banks,INGVF US Equity,73.2,70.4,68.0,90.0,Mar-18
Ingenico,Electronic Equipment & Instruments,INGIF US Equity,86.4,83.3,100.0,70.0,Mar-18
Ingredion,Food Producers,INGR US Equity,60.5,55.5,72.1,53.6,Mar-18
Inmarsat,Satellite Services,IMASF US Equity,43.2,78.6,41.9,16.8,Mar-18
Innogy,Multi-Utilities & Unregulated Power,IGY GR Equity,61.6,35.6,75.4,60.5,Mar-18
Intercontinental Hotels,Hotels,IC1G GR Equity,56.2,83.0,56.2,34.1,Mar-18
Intermediate Capital Group,General Financials,ICGUF US Equity,74.1,80.0,81.3,50.0,Mar-18
Intertek,Commercial Services & Supplies,IKTSF US Equity,58.3,86.9,68.8,26.5,Mar-18
Intesa Sanpaolo,Commercial Banks,IITSF US Equity,74.2,65.0,93.7,69.5,Mar-18
Intu Properties,Real Estate,CCRGF US Equity,70.9,80.0,75.0,63.1,Mar-18
Ipsen,Pharmaceuticals,IPSEF US Equity,45.5,65.9,25.0,0.0,Mar-18
Ipsos,Media,IPSOF US Equity,41.8,73.1,41.5,8.2,Mar-18
Isbank,Commercial Banks,TYIBF US Equity,66.8,57.8,81.3,70.0,Mar-18
Italgas,Gas Utilities,IG IM Equity,53.9,50.0,68.6,33.2,Mar-18
ITV plc,Media,ITVPF US Equity,56.9,88.7,64.9,6.0,Mar-18
J Sainsbury,Food Retailing,JSNSF US Equity,74.8,81.9,65.0,91.0,Mar-18
JCDecaux,Media,JCDXF US Equity,60.8,77.5,55.2,53.6,Mar-18
Johnson & Johnson,Pharmaceuticals,JNJ US Equity,68.1,78.1,58.1,0.0,Mar-18
JPMorgan Chase & Co.,Commercial Banks,JPM US Equity,72.9,72.8,63.0,90.0,Mar-18
Julius Baer Group,Commercial Banks,JBARF US Equity,65.1,70.6,64.7,49.5,Mar-18
Jupiter Fund Management,General Financials,JUP LN Equity,85.8,87.3,80.0,99.0,Mar-18
K+S,Basic Chemicals,KPLUF US Equity,56.5,63.3,72.9,36.7,Mar-18
KBC,Commercial Banks,KBCSF US Equity,77.2,74.8,68.0,99.5,Mar-18
Kellogg,Food Producers,K US Equity,71.6,75.5,82.9,58.2,Mar-18
Kering,Luxury Goods,PPRUF US Equity,65.6,73.1,78.9,42.3,Mar-18
Kerry,Food Producers,KRYAF US Equity,67.5,65.2,76.7,60.7,Mar-18
KGHM,Mining,KGHPF US Equity,63.3,44.0,70.0,65.0,Mar-18
Kimberly-Clark Corporation,Personal Care,KMB US Equity,70.6,81.5,58.0,68.8,Mar-18
Kingfisher,Specialty Retailing,KGFHF US Equity,73.0,81.7,54.8,95.8,Mar-18
Kion Group,Machinery,KNNGF US Equity,49.3,53.2,67.0,27.0,Mar-18
Klepierre,Real Estate,KLPEF US Equity,72.9,72.0,100.0,60.0,Mar-18
Korian,Health Care Providers,KRMDF US Equity,39.4,37.1,41.7,0.0,Mar-18
Kosmos Energy,Oil & Gas,8765331Z GN Equity,63.1,61.8,58.6,76.6,Mar-18
KPN,Telecom Services,KKPNF US Equity,59.8,78.9,49.2,65.5,Mar-18
LafargeHolcim,Construction Materials,HCMLF US Equity,74.7,75.7,70.0,80.6,Mar-18
Lagardère,Media,LGDDF US Equity,69.0,89.2,67.5,50.0,Mar-18
Land Securities,Real Estate,LSGOF US Equity,86.8,85.0,100.0,81.3,Mar-18
Lanxess,Basic Chemicals,LNXSF US Equity,63.7,71.7,87.5,35.8,Mar-18
Laredo Petroleum Holdings Inc,Oil & Gas,LPI US Equity,39.9,58.6,34.1,37.5,Mar-18
LEG Immobilien AG,Real Estate,LEGIF US Equity,34.1,64.3,100.0,0.0,Mar-18
Legal & General,Life,LGGNF US Equity,74.9,78.3,67.1,75.0,Mar-18
Legrand,Electrical Equipment,LGRVF US Equity,91.7,85.0,94.5,97.7,Mar-18
Leonardo SpA,Aerospace & Defence,FINMF US Equity,71.6,74.8,63.9,75.0,Mar-18
Liberty Global,Telecom Services,LBTYA US Equity,56.1,83.9,56.9,24.0,Mar-18
Lindt & Spruengli AG,Food Producers,COCXF US Equity,66.7,63.6,84.2,52.9,Mar-18
Lisi,Aerospace & Defence,LSIIF US Equity,30.4,31.8,59.0,0.0,Mar-18
Lloyds Banking Group,Commercial Banks,LLDTF US Equity,71.5,73.3,63.0,80.0,Mar-18
London Stock Exchange,General Financials,LDNXF US Equity,66.3,60.8,66.2,100.0,Mar-18
L'Oréal,Personal Care,LRLCF US Equity,69.0,47.7,84.7,77.1,Mar-18
Luxottica,Luxury Goods,LUXGF US Equity,49.1,65.0,70.7,7.7,Mar-18
LVMH,Luxury Goods,LVMHF US Equity,58.7,59.2,70.9,43.1,Mar-18
M6,Media,MSXTF US Equity,43.1,62.5,50.1,8.0,Mar-18
Magna International,Auto Components,MGA US Equity,68.5,83.9,64.0,53.3,Mar-18
Man Group,General Financials,1746155D US Equity,61.6,58.7,74.0,49.5,Mar-18
Marathon Oil,Oil & Gas,MRO US Equity,71.2,65.0,66.4,92.5,Mar-18
Marks & Spencer,Multi-Line Retailing,MAKSF US Equity,64.1,65.0,51.5,82.5,Mar-18
Mbank S.A.,Commercial Banks,BREJF US Equity,63.3,51.3,81.3,69.5,Mar-18
Mediaset,Media,MDIEF US Equity,36.6,57.5,43.5,0.0,Mar-18
Mediaset Espana,Media,GETVF US Equity,53.8,63.9,72.1,6.0,Mar-18
Meggitt,Aerospace & Defence,MEGGF US Equity,69.8,68.9,82.8,56.7,Mar-18
Melia Hotels International,Hotels,SMIZF US Equity,61.7,65.0,80.0,25.0,Mar-18
Merck and Co Inc.,Pharmaceuticals,MRK US Equity,71.6,74.7,68.6,0.0,Mar-18
Merck KGaA,Pharmaceuticals,MKGAF US Equity,68.9,70.8,67.0,0.0,Mar-18
Merlin Properties,Real Estate,MRPRF US Equity,54.1,58.6,100.0,40.0,Mar-18
Michelin,Auto Components,MGDDF US Equity,64.0,79.6,58.6,50.0,Mar-18
Molson Coors,Beverages,TAP US Equity,67.0,73.1,95.7,35.7,Mar-18
Moncler,Luxury Goods,MONRF US Equity,76.7,72.2,95.0,16.7,Mar-18
Mondelez International,Food Producers,MDLZ US Equity,61.2,66.4,66.9,51.8,Mar-18
Morgan Stanley,Investment Banks,MS US Equity,64.6,64.4,50.0,89.5,Mar-18
MTU,Aerospace & Defence,MTUAF US Equity,81.6,82.8,74.7,87.5,Mar-18
Munich RE,Reinsurance,MURGF US Equity,86.8,91.1,67.1,100.0,Mar-18
Murphy Oil,Oil & Gas,MUR US Equity,55.0,66.1,55.8,37.8,Mar-18
Nabors Industries Ltd,Oil Services,NBR US Equity,58.0,73.2,50.9,55.0,Mar-18
National Oilwell Varco,Oil Services,NOV US Equity,48.0,51.8,38.1,67.5,Mar-18
